age_house,age_garg,age_rem,lot_area,wood_deck_sf,open_porch_sf,lot_frontage,bsmtfin_sf_1,fireplaces,totrms_abvgrd,mas_vnr_area,full_bath,1st_flr_sf,total_bsmt_sf,garage_cars,garage_area,gr_liv_area,overall_qual,saleprice,ms_zoning,street,lot_shape,land_contour,utilities,condition_2,bldg_type,house_style,roof_matl,mas_vnr_type,exter_qual,bsmt_qual,bsmt_cond,kitchen_qual,garage_type,garage_finish,garage_qual,garage_cond,sale_type,neighborhood,exterior_1st,exterior_2nd
49,49.0,49,7100,0,0,73.0,708.0,0,5,0.0,1,816,816.0,1.0,308.0,816,5,129900,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,NAmes,WdShing,Wd Shng
34,34.0,34,2592,182,0,36.0,129.0,0,4,0.0,1,536,536.0,1.0,336.0,1112,5,85000,RM,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,2Story,CompShg,None,TA,Gd,TA,TA,Attchd,Unf,TA,TA,WD ,MeadowV,CemntBd,CmentBd
31,31.0,31,2289,28,0,24.0,311.0,1,7,0.0,2,855,855.0,2.0,440.0,1441,6,148500,RL,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,NPkVill,Plywood,Brk Cmn
69,69.0,60,12180,0,0,60.0,348.0,0,5,0.0,1,672,672.0,1.0,280.0,924,4,80000,RL,Pave,Reg,Lvl,AllPub,Norm,2fmCon,1.5Fin,CompShg,None,TA,Gd,TA,Fa,Detchd,Unf,TA,TA,WD ,Edwards,MetalSd,MetalSd
65,65.0,12,9480,168,0,79.0,386.0,2,7,224.0,1,888,728.0,1.0,312.0,1644,5,146500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,TA,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
31,31.0,31,11880,0,0,82.0,704.0,1,7,206.0,2,1601,1271.0,2.0,478.0,1601,7,157000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,Gd,TA,TA,Attchd,RFn,TA,TA,COD,NWAmes,Plywood,Plywood
15,15.0,14,10542,250,154,96.0,1173.0,1,9,651.0,2,1325,1311.0,3.0,983.0,2418,7,341000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NoRidge,Wd Sdng,ImStucc
39,39.0,39,1680,275,0,21.0,156.0,0,5,504.0,1,483,483.0,1.0,264.0,987,6,96000,RM,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,BrkFace,TA,TA,TA,TA,Detchd,Unf,TA,TA,COD,BrDale,HdBoard,HdBoard
53,53.0,14,7407,0,158,90.0,600.0,0,6,0.0,1,1236,912.0,2.0,923.0,1236,6,149700,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,OldTown,MetalSd,MetalSd
31,31.0,31,10140,0,88,78.0,788.0,0,6,0.0,1,1074,1056.0,2.0,495.0,1074,5,153500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,NWAmes,HdBoard,HdBoard
5,5.0,5,8158,0,63,65.0,550.0,0,8,252.0,2,884,884.0,2.0,543.0,1768,7,224900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,CollgCr,VinylSd,VinylSd
15,15.0,7,10678,0,33,85.0,700.0,1,9,337.0,2,2129,1683.0,2.0,541.0,2872,8,285000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,NoRidge,HdBoard,HdBoard
0,0.0,0,15256,168,160,49.0,929.0,0,6,84.0,2,1464,1485.0,3.0,754.0,1464,8,282922,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,Unf,TA,TA,WD ,Somerst,VinylSd,VinylSd
40,40.0,40,14200,105,66,88.0,445.0,2,8,309.0,2,1216,924.0,2.0,487.0,2157,7,226000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,TA,TA,Gd,Attchd,Fin,TA,TA,WD ,NAmes,MetalSd,MetalSd
1,1.0,0,16023,182,37,59.0,1218.0,1,11,600.0,3,1414,1398.0,3.0,670.0,2798,9,457347,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Ex,TA,Ex,BuiltIn,Fin,TA,TA,New,StoneBr,VinylSd,VinylSd
31,31.0,31,20064,646,0,155.0,51.0,2,5,0.0,0,1743,966.0,2.0,529.0,1743,8,279000,RL,Pave,IR1,Low,AllPub,Norm,1Fam,1Story,WdShngl,None,Gd,Gd,Gd,Gd,Attchd,Fin,TA,TA,WD ,ClearCr,Wd Sdng,Wd Sdng
40,40.0,40,11643,0,0,91.0,500.0,0,12,368.0,2,1338,1248.0,4.0,968.0,2634,5,200000,RL,Pave,Reg,Lvl,AllPub,Norm,Duplex,2Story,CompShg,BrkFace,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
1,1.0,0,11645,176,80,78.0,1122.0,0,6,198.0,2,1590,1570.0,3.0,754.0,1590,8,294900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Gd,Ex,TA,Ex,Attchd,Fin,TA,TA,New,CollgCr,VinylSd,VinylSd
6,6.0,6,13472,248,105,103.0,56.0,1,8,922.0,2,2392,2392.0,3.0,968.0,2392,10,386250,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,NridgHt,VinylSd,VinylSd
1,1.0,1,11003,168,52,85.0,765.0,1,10,160.0,2,1026,1017.0,3.0,812.0,2007,10,310000,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,Somerst,VinylSd,VinylSd
66,66.0,57,7128,0,0,53.0,364.0,2,7,0.0,2,918,918.0,1.0,240.0,1646,7,164000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2.5Unf,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Crawfor,MetalSd,MetalSd
74,31.0,30,6240,306,0,52.0,276.0,0,5,0.0,1,548,528.0,2.0,624.0,1040,5,123900,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,Fa,TA,Detchd,Fin,TA,TA,WD ,BrkSide,VinylSd,VinylSd
89,89.0,57,22420,0,0,86.0,1128.0,1,10,0.0,2,1370,1370.0,3.0,864.0,2624,6,239000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,Gd,TA,TA,Detchd,Unf,TA,TA,WD ,Crawfor,Wd Sdng,Stucco
45,45.0,33,15300,0,0,85.0,42.0,1,7,0.0,1,1264,1068.0,2.0,528.0,1264,5,169000,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,Mitchel,Plywood,HdBoard
32,32.0,32,9360,302,39,72.0,841.0,2,5,0.0,1,1287,957.0,2.0,541.0,1287,6,173000,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,SFoyer,CompShg,None,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,Mitchel,Plywood,Plywood
45,45.0,5,9239,168,0,94.0,634.0,0,6,0.0,1,960,960.0,1.0,300.0,960,5,144900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Attchd,Fin,TA,TA,WD ,Sawyer,VinylSd,VinylSd
42,42.0,42,10044,257,0,60.0,1070.0,0,6,0.0,1,1196,1196.0,1.0,336.0,1196,5,144000,RL,Pave,IR1,Low,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,Edwards,MetalSd,MetalSd
6,6.0,5,3182,146,20,43.0,24.0,1,6,16.0,2,1269,1256.0,2.0,430.0,1269,8,192000,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Blmngtn,VinylSd,VinylSd
57,57.0,4,7626,0,0,60.0,931.0,0,5,0.0,1,1031,1031.0,1.0,230.0,1031,5,145500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
56,56.0,56,12160,0,0,128.0,1024.0,1,6,90.0,1,1505,1505.0,2.0,505.0,1505,6,149500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
6,5.0,5,12450,0,42,60.0,836.0,0,6,0.0,2,1114,1114.0,2.0,576.0,1114,5,153000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,Gd,Detchd,Unf,TA,TA,WD ,SawyerW,VinylSd,VinylSd
66,41.0,57,6221,0,0,79.0,533.0,0,5,0.0,2,760,728.0,2.0,528.0,1355,5,140000,RL,Pave,IR1,Lvl,AllPub,Norm,2fmCon,1.5Fin,CompShg,None,TA,TA,Fa,TA,Detchd,Unf,TA,TA,WD ,Crawfor,VinylSd,VinylSd
44,44.0,44,13200,0,110,120.0,375.0,1,9,234.0,3,1497,741.0,2.0,658.0,2294,6,202500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Unf,TA,TA,WD ,IDOTRR,HdBoard,HdBoard
0,0.0,0,8769,0,72,65.0,1540.0,1,7,766.0,1,1702,1702.0,3.0,1052.0,1702,9,367294,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,New,NridgHt,MetalSd,MetalSd
20,20.0,19,10200,224,0,85.0,783.0,1,5,219.0,2,1509,1461.0,2.0,600.0,1509,6,175000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,Timber,HdBoard,HdBoard
91,8.0,36,9550,0,35,60.0,216.0,1,7,0.0,1,961,756.0,3.0,642.0,1717,7,140000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,None,TA,TA,Gd,Gd,Detchd,Unf,TA,TA,WD ,Crawfor,Wd Sdng,Wd Shng
22,22.0,22,10331,232,0,42.0,215.0,0,6,0.0,2,1240,1265.0,2.0,528.0,1240,7,174000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,Gd,Attchd,Unf,TA,TA,WD ,Timber,Plywood,Plywood
3,3.0,3,9587,212,0,59.0,655.0,0,5,182.0,2,1166,856.0,2.0,400.0,1166,7,190000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Gilbert,VinylSd,VinylSd
41,41.0,41,13000,0,72,100.0,448.0,1,8,576.0,2,1182,896.0,1.0,509.0,2142,6,193500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,TA,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,NAmes,VinylSd,VinylSd
44,44.0,44,8250,0,0,75.0,787.0,0,6,260.0,1,1092,1092.0,2.0,504.0,1092,6,145000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,TA,Gd,TA,TA,Attchd,RFn,TA,Gd,WD ,NAmes,HdBoard,HdBoard
77,43.0,56,8170,0,0,81.0,526.0,1,7,270.0,2,1122,1022.0,2.0,451.0,1671,7,218000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,BrkFace,Gd,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Crawfor,Stucco,Wd Sdng
54,54.0,54,10858,0,40,89.0,40.0,1,6,150.0,1,1624,1444.0,1.0,240.0,1624,5,146500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,Wd Sdng,Plywood
2,2.0,1,7577,192,28,61.0,20.0,1,6,256.0,2,1362,1362.0,2.0,460.0,1362,6,194700,RL,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,NridgHt,VinylSd,VinylSd
1,0.0,0,7500,168,168,62.0,902.0,0,6,210.0,2,1218,1218.0,2.0,462.0,1218,7,230348,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,New,Somerst,CemntBd,CmentBd
87,87.0,60,6120,0,0,51.0,960.0,1,5,0.0,1,1068,1124.0,1.0,288.0,1068,6,109500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Fa,Fa,TA,Detchd,Unf,TA,TA,WD ,OldTown,Wd Sdng,Wd Sdng
27,27.0,27,23580,136,28,69.0,776.0,1,6,0.0,2,1625,1625.0,2.0,576.0,1625,6,242500,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,Fa,Attchd,Fin,TA,TA,WD ,Mitchel,Plywood,Plywood
19,19.0,19,5306,441,35,44.0,495.0,1,5,0.0,2,1064,1064.0,2.0,504.0,1767,7,239000,RL,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,2Story,CompShg,None,Gd,Gd,Gd,Gd,Attchd,RFn,Gd,TA,WD ,StoneBr,HdBoard,HdBoard
52,52.0,6,8092,0,0,70.0,824.0,0,6,176.0,1,1050,1050.0,1.0,286.0,1050,6,156000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,Gd,Attchd,RFn,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
51,44.0,51,8593,0,0,77.0,288.0,0,5,0.0,1,907,907.0,1.0,352.0,907,4,109008,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,NAmes,MetalSd,MetalSd
44,44.0,44,9900,0,0,90.0,1059.0,0,6,0.0,1,1209,1209.0,2.0,504.0,1209,5,159000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Attchd,RFn,TA,TA,ConLD,NAmes,HdBoard,HdBoard
71,71.0,58,4882,0,0,50.0,120.0,0,5,0.0,1,453,348.0,1.0,231.0,906,4,87000,RL,Pave,IR1,Bnk,AllPub,Feedr,1Fam,2Story,CompShg,None,TA,TA,TA,TA,Basment,Unf,Fa,TA,WD ,BrkSide,MetalSd,MetalSd
1,1.0,0,8772,136,43,65.0,996.0,0,6,0.0,2,1336,1336.0,2.0,502.0,1336,7,198000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Unf,TA,TA,New,CollgCr,VinylSd,VinylSd
8,8.0,7,8220,108,0,71.0,544.0,1,8,647.0,2,1008,982.0,2.0,431.0,1892,7,226750,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,Gilbert,VinylSd,VinylSd
109,89.0,39,10615,0,74,107.0,440.0,0,7,0.0,2,1014,978.0,2.0,420.0,1699,3,95000,RL,Pave,IR1,Bnk,AllPub,Artery,2fmCon,2Story,CompShg,None,TA,Fa,TA,TA,CarPort,Unf,Fa,Fa,WD ,OldTown,HdBoard,HdBoard
62,62.0,60,6000,221,0,50.0,300.0,0,6,0.0,1,780,780.0,1.0,312.0,1416,6,139900,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,BrkSide,Wd Sdng,Wd Sdng
55,55.0,55,9520,134,0,68.0,767.0,0,5,115.0,1,930,911.0,1.0,286.0,930,4,99000,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,1Story,CompShg,Stone,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,Edwards,MetalSd,MetalSd
15,15.0,15,8012,0,0,50.0,430.0,0,5,0.0,2,1575,1575.0,2.0,529.0,1575,6,179200,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,RFn,TA,TA,WD ,SawyerW,Plywood,ImStucc
40,40.0,40,9000,0,88,75.0,773.0,0,6,0.0,1,1059,1059.0,1.0,286.0,1059,5,142500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,Sawyer,Plywood,Plywood
43,43.0,43,14299,0,0,62.0,513.0,0,5,0.0,1,1005,1005.0,2.0,440.0,1005,4,115400,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,Sawyer,HdBoard,HdBoard
26,26.0,26,12887,431,0,76.0,207.0,0,5,0.0,1,833,833.0,2.0,495.0,833,5,149900,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,Gd,Attchd,Unf,TA,TA,WD ,Mitchel,VinylSd,VinylSd
57,27.0,5,7200,194,0,60.0,398.0,0,5,0.0,1,864,864.0,2.0,720.0,864,5,129000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,Gd,Detchd,RFn,TA,TA,WD ,NAmes,VinylSd,VinylSd
50,50.0,50,10000,191,0,125.0,678.0,1,6,272.0,1,1370,1058.0,1.0,300.0,1370,5,148000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,SLvl,CompShg,BrkFace,TA,TA,TA,TA,Basment,RFn,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
4,4.0,3,3182,143,20,43.0,16.0,1,7,16.0,2,1555,1373.0,2.0,430.0,1555,7,192500,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Blmngtn,VinylSd,VinylSd
28,28.0,28,1950,161,0,24.0,81.0,1,6,0.0,2,716,716.0,2.0,452.0,1556,6,151000,RM,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,None,TA,Gd,TA,TA,Attchd,Fin,TA,TA,COD,Blueste,MetalSd,MetalSd
35,27.0,35,7700,96,0,70.0,138.0,0,5,0.0,1,882,882.0,2.0,461.0,882,5,112500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,CollgCr,VinylSd,VinylSd
87,35.0,57,8731,0,0,98.0,645.0,1,6,0.0,1,1167,915.0,2.0,495.0,1167,5,144000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,BrkSide,Stucco,Stucco
1,0.0,0,8232,210,0,89.0,1204.0,1,6,714.0,2,1800,1800.0,3.0,944.0,1800,9,370967,RL,Pave,IR1,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,RFn,TA,TA,New,NridgHt,MetalSd,MetalSd
35,35.0,35,2280,173,0,24.0,514.0,1,6,0.0,2,855,855.0,2.0,440.0,1456,6,149900,RL,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,None,TA,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,NPkVill,Plywood,Brk Cmn
1,1.0,1,13438,90,154,113.0,1758.0,1,9,246.0,2,2036,2190.0,3.0,780.0,2036,9,410000,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,1Story,CompShg,Stone,Ex,Ex,TA,Ex,Attchd,Fin,TA,TA,WD ,Timber,CemntBd,CmentBd
18,18.0,18,11070,0,0,82.0,55.0,0,5,0.0,2,1595,1582.0,2.0,672.0,1595,5,152000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,Gd,TA,TA,Detchd,Unf,TA,TA,COD,Mitchel,HdBoard,HdBoard
11,11.0,10,7060,0,0,78.0,1309.0,0,8,200.0,2,1344,1344.0,4.0,784.0,1344,7,206300,RM,Pave,Reg,Lvl,AllPub,Norm,Duplex,SFoyer,CompShg,BrkFace,TA,Gd,Gd,TA,Attchd,Fin,TA,TA,WD ,Mitchel,VinylSd,VinylSd
34,34.0,34,2280,0,27,24.0,435.0,1,4,0.0,2,1055,1057.0,2.0,440.0,1055,7,123000,RL,Pave,Reg,Lvl,AllPub,Norm,Twnhs,1Story,CompShg,None,TA,Gd,TA,TA,Attchd,RFn,TA,TA,WD ,NPkVill,Plywood,Brk Cmn
36,36.0,36,1596,120,101,21.0,462.0,0,5,0.0,1,526,462.0,1.0,297.0,988,4,91000,RM,Pave,Reg,Lvl,AllPub,Norm,Twnhs,SLvl,CompShg,None,TA,Gd,TA,TA,BuiltIn,Unf,TA,TA,WD ,MeadowV,CemntBd,CmentBd
60,60.0,4,15600,0,0,78.0,312.0,1,7,0.0,2,986,1067.0,1.0,295.0,1523,5,158000,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,1.5Fin,CompShg,None,TA,TA,TA,Fa,Attchd,Unf,TA,TA,WD ,Crawfor,BrkComm,Brk Cmn
13,13.0,13,11064,172,24,22.0,560.0,1,4,0.0,1,1239,1230.0,2.0,477.0,1239,8,217500,RL,Pave,IR2,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,None,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Veenker,BrkFace,BrkFace
50,50.0,50,9000,0,0,75.0,330.0,0,7,162.0,2,1151,1151.0,1.0,356.0,1955,5,165500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,1.5Fin,CompShg,BrkFace,TA,TA,TA,TA,Attchd,Fin,TA,TA,WD ,IDOTRR,WdShing,Wd Shng
68,68.0,59,12000,0,0,75.0,275.0,1,7,0.0,1,860,704.0,1.0,234.0,1564,7,174500,RL,Pave,Reg,Bnk,AllPub,Norm,1Fam,2Story,CompShg,None,TA,TA,TA,Fa,Attchd,Unf,TA,TA,WD ,Crawfor,MetalSd,MetalSd
52,52.0,52,14267,393,36,81.0,923.0,0,6,108.0,1,1329,1329.0,1.0,312.0,1329,6,172000,RL,Pave,IR1,Lvl,AllPub,Norm,1Fam,1Story,CompShg,BrkFace,TA,TA,TA,Gd,Attchd,Unf,TA,TA,WD ,NAmes,Wd Sdng,Wd Sdng
32,32.0,32,9675,0,80,75.0,330.0,0,5,0.0,1,879,864.0,2.0,440.0,879,5,120000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,Unf,TA,TA,Con,CollgCr,HdBoard,HdBoard
91,58.0,58,9600,0,0,60.0,319.0,1,8,0.0,1,1134,735.0,2.0,396.0,2058,6,129500,RM,Pave,Reg,Lvl,AllPub,Norm,1Fam,2.5Unf,CompShg,None,TA,Gd,TA,TA,Detchd,Unf,Fa,Fa,WD ,OldTown,AsbShng,AsbShng
3,2.0,2,8125,0,168,65.0,812.0,0,7,100.0,2,1112,1092.0,2.0,438.0,1550,7,241000,FV,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,Stone,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,Somerst,CemntBd,CmentBd
36,36.0,36,1533,0,0,21.0,408.0,0,5,0.0,1,546,546.0,1.0,286.0,1092,4,87550,RM,Pave,Reg,Lvl,AllPub,Norm,Twnhs,2Story,CompShg,None,TA,TA,TA,TA,CarPort,Unf,TA,TA,WD ,MeadowV,CemntBd,CmentBd
5,5.0,5,7658,196,82,61.0,456.0,1,6,412.0,2,1752,1752.0,2.0,576.0,1752,9,319900,RL,Pave,Reg,Lvl,AllPub,Norm,TwnhsE,1Story,CompShg,BrkFace,Ex,Ex,TA,Ex,Attchd,RFn,TA,TA,WD ,NridgHt,MetalSd,MetalSd
0,0.0,0,12292,246,39,63.0,205.0,1,11,184.0,2,1102,1094.0,3.0,675.0,2473,9,356383,RL,Pave,IR1,HLS,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Gd,Ex,Gd,Gd,BuiltIn,Fin,TA,TA,New,StoneBr,VinylSd,VinylSd
15,15.0,14,10010,385,99,91.0,228.0,1,9,320.0,2,1108,1080.0,3.0,783.0,2197,7,287500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,WdShake,BrkFace,Gd,Gd,TA,Gd,Attchd,Fin,TA,TA,WD ,NoRidge,VinylSd,VinylSd
23,23.0,23,10447,140,0,62.0,516.0,0,5,0.0,1,887,864.0,1.0,288.0,887,5,124500,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,Mitchel,Plywood,HdBoard
38,38.0,38,9600,0,0,80.0,758.0,0,6,0.0,1,1051,1051.0,2.0,504.0,1051,5,142000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,MetalSd,MetalSd
86,86.0,56,4899,0,0,69.0,305.0,0,6,0.0,1,755,755.0,1.0,216.0,1510,6,149000,RL,Pave,Reg,HLS,AllPub,Norm,1Fam,2Story,CompShg,None,TA,TA,TA,TA,Detchd,Unf,TA,TA,WD ,SWISU,MetalSd,MetalSd
39,16.0,39,7476,188,0,84.0,812.0,0,5,0.0,1,1040,1040.0,2.0,686.0,1040,5,145000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Detchd,Fin,TA,TA,WD ,Sawyer,HdBoard,HdBoard
3,3.0,2,12539,30,200,96.0,1082.0,1,10,468.0,2,1632,1620.0,4.0,1150.0,2790,10,460000,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,2Story,CompShg,BrkFace,Ex,Ex,TA,Ex,BuiltIn,Fin,TA,TA,WD ,NridgHt,CemntBd,CmentBd
47,47.0,47,7560,140,0,70.0,369.0,0,6,0.0,1,1040,1040.0,1.0,286.0,1040,5,133700,RL,Pave,Reg,Lvl,AllPub,Norm,1Fam,1Story,CompShg,None,TA,TA,TA,TA,Attchd,RFn,TA,TA,WD ,NAmes,BrkFace,Wd Sdng
